primary,alternates,catalogs,common_name,match_type,notes
M81,PGC 3031,Messier | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.044°"
M82,UGC 3800,Messier | UGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.043°"
M82,PGC 3034,Messier | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.043°"
M101,UGC 6700,Messier | UGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.037°"
M101,PGC 5457,Messier | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.037°"
M109,UGC 4600,Messier | UGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.075°"
M109,PGC 3992,Messier | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.075°"
UGC 3700,PGC 3031,UGC | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.000°"
UGC 3800,PGC 3034,UGC | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.000°"
UGC 4000,PGC 3198,UGC | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.000°"
UGC 4600,PGC 3992,UGC | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.000°"
UGC 6700,PGC 5457,UGC | PGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.000°"
M42,C42,Messier | Caldwell,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.000°"
M42,Sh2-51,Messier | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.006°"
M42,Sh2-224,Messier | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.126°"
M42,UGC 2700,Messier | UGC,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.126°"
M43,C42,Messier | Caldwell,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.122°"
M43,Sh2-51,Messier | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.117°"
M43,Sh2-224,Messier | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.212°"
M43,UGC 2700,Messier | UGC,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.212°"
C42,Sh2-51,Caldwell | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.006°"
C42,Sh2-224,Caldwell | Sharpless,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.126°"
C42,UGC 2700,Caldwell | UGC,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.126°"
Sh2-51,UGC 2700,Sharpless | UGC,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.125°"
Sh2-224,UGC 2700,Sharpless | UGC,Région de Orion,constellation_proximity,"Constellation: Orion, Distance: 0.000°"
M83,UGC 6500,Messier | UGC,Région de Hydra,constellation_proximity,"Constellation: Hydra, Distance: 0.163°"
M83,PGC 5236,Messier | PGC,Région de Hydra,constellation_proximity,"Constellation: Hydra, Distance: 0.163°"
UGC 6500,PGC 5236,UGC | PGC,Région de Hydra,constellation_proximity,"Constellation: Hydra, Distance: 0.000°"
M58,UGC 5600,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.184°"
M58,PGC 4579,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.184°"
M59,UGC 5800,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M59,UGC 5900,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.499°"
M59,PGC 4621,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M59,PGC 4649,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.499°"
M60,UGC 5800,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.441°"
M60,UGC 5900,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.060°"
M60,PGC 4621,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.441°"
M60,PGC 4649,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.060°"
M84,UGC 4800,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.060°"
M84,UGC 5000,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.195°"
M84,PGC 4374,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.060°"
M84,PGC 4406,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.195°"
M86,UGC 4800,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.252°"
M86,UGC 5000,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M86,PGC 4374,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.252°"
M86,PGC 4406,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M87,UGC 5200,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.123°"
M87,PGC 4486,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.123°"
M89,UGC 5400,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.123°"
M89,PGC 4552,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.123°"
M90,UGC 5500,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M90,PGC 4569,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M104,UGC 5700,Messier | UGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
M104,PGC 4594,Messier | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 4800,PGC 4406,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.252°"
UGC 4900,PGC 4382,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5000,PGC 4374,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.252°"
UGC 5000,PGC 4406,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5200,PGC 4486,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5300,PGC 4501,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5500,PGC 4569,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5600,PGC 4579,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5700,PGC 4594,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5800,PGC 4621,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
UGC 5800,PGC 4649,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.499°"
UGC 5900,PGC 4621,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.499°"
UGC 5900,PGC 4649,UGC | PGC,Région de Virgo,constellation_proximity,"Constellation: Virgo, Distance: 0.000°"
C17,Sh2-49,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
C17,Sh2-243,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
C17,Sh2-252,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
C49,Sh2-49,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
C49,Sh2-243,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
C49,Sh2-252,Caldwell | Sharpless,Région de Monoceros,constellation_proximity,"Constellation: Monoceros, Distance: 0.000°"
UGC 90,PGC 147,UGC | PGC,Région de Cassiopeia,constellation_proximity,"Constellation: Cassiopeia, Distance: 0.000°"
UGC 130,PGC 185,UGC | PGC,Région de Cassiopeia,constellation_proximity,"Constellation: Cassiopeia, Distance: 0.000°"
M53,UGC 6200,Messier | UGC,Région de Coma Berenices,constellation_proximity,"Constellation: Coma Berenices, Distance: 0.000°"
UGC 6100,PGC 4826,UGC | PGC,Région de Coma Berenices,constellation_proximity,"Constellation: Coma Berenices, Distance: 0.000°"
M57,UGC 7700,Messier | UGC,Région de Lyra,constellation_proximity,"Constellation: Lyra, Distance: 0.000°"
M65,UGC 4400,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.123°"
M65,UGC 4500,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.379°"
M65,PGC 3623,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.123°"
M65,PGC 3627,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.379°"
M66,UGC 4400,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.262°"
M66,UGC 4500,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
M66,PGC 3623,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.262°"
M66,PGC 3627,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
M95,UGC 4100,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.245°"
M95,PGC 3351,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.245°"
M96,UGC 4200,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
M96,PGC 3368,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
M105,UGC 4300,Messier | UGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.183°"
M105,PGC 3379,Messier | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.183°"
UGC 4100,PGC 3351,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
UGC 4200,PGC 3368,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
UGC 4300,PGC 3379,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
UGC 4400,PGC 3623,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
UGC 4400,PGC 3627,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.262°"
UGC 4500,PGC 3623,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.262°"
UGC 4500,PGC 3627,UGC | PGC,Région de Leo,constellation_proximity,"Constellation: Leo, Distance: 0.000°"
M74,UGC 400,Messier | UGC,Région de Pisces,constellation_proximity,"Constellation: Pisces, Distance: 0.121°"
M74,PGC 628,Messier | PGC,Région de Pisces,constellation_proximity,"Constellation: Pisces, Distance: 0.121°"
UGC 300,PGC 488,UGC | PGC,Région de Pisces,constellation_proximity,"Constellation: Pisces, Distance: 0.000°"
UGC 400,PGC 628,UGC | PGC,Région de Pisces,constellation_proximity,"Constellation: Pisces, Distance: 0.000°"
M77,UGC 800,Messier | UGC,Région de Cetus,constellation_proximity,"Constellation: Cetus, Distance: 0.126°"
M77,PGC 1068,Messier | PGC,Région de Cetus,constellation_proximity,"Constellation: Cetus, Distance: 0.126°"
UGC 180,PGC 247,UGC | PGC,Région de Cetus,constellation_proximity,"Constellation: Cetus, Distance: 0.000°"
UGC 800,PGC 1068,UGC | PGC,Région de Cetus,constellation_proximity,"Constellation: Cetus, Distance: 0.000°"
M79,UGC 2500,Messier | UGC,Région de Lepus,constellation_proximity,"Constellation: Lepus, Distance: 0.116°"
M102,UGC 6800,Messier | UGC,Région de Draco,constellation_proximity,"Constellation: Draco, Distance: 0.072°"
M102,PGC 5866,Messier | PGC,Région de Draco,constellation_proximity,"Constellation: Draco, Distance: 0.072°"
UGC 6800,PGC 5866,UGC | PGC,Région de Draco,constellation_proximity,"Constellation: Draco, Distance: 0.000°"
C7,PGC 2403,Caldwell | PGC,Région de Camelopardalis,constellation_proximity,"Constellation: Camelopardalis, Distance: 0.017°"
UGC 900,PGC 1300,UGC | PGC,Région de Eridanus,constellation_proximity,"Constellation: Eridanus, Distance: 0.000°"
UGC 1300,PGC 1404,UGC | PGC,Région de Eridanus,constellation_proximity,"Constellation: Eridanus, Distance: 0.000°"
UGC 1600,PGC 1532,UGC | PGC,Région de Eridanus,constellation_proximity,"Constellation: Eridanus, Distance: 0.000°"
UGC 1800,PGC 1637,UGC | PGC,Région de Eridanus,constellation_proximity,"Constellation: Eridanus, Distance: 0.000°"
UGC 2100,PGC 1700,UGC | PGC,Région de Eridanus,constellation_proximity,"Constellation: Eridanus, Distance: 0.000°"
C77,PGC 5128,Caldwell | PGC,Région de Centaurus,constellation_proximity,"Constellation: Centaurus, Distance: 0.091°"
C80,PGC 5128,Caldwell | PGC,Région de Centaurus,constellation_proximity,"Constellation: Centaurus, Distance: 0.091°"
C52,UGC 185,Caldwell | UGC,Région de Sculptor,constellation_proximity,"Constellation: Sculptor, Distance: 0.056°"
C52,PGC 253,Caldwell | PGC,Région de Sculptor,constellation_proximity,"Constellation: Sculptor, Distance: 0.056°"
UGC 35,PGC 55,UGC | PGC,Région de Sculptor,constellation_proximity,"Constellation: Sculptor, Distance: 0.000°"
UGC 80,PGC 134,UGC | PGC,Région de Sculptor,constellation_proximity,"Constellation: Sculptor, Distance: 0.000°"
UGC 185,PGC 253,UGC | PGC,Région de Sculptor,constellation_proximity,"Constellation: Sculptor, Distance: 0.000°"
UGC 500,PGC 772,UGC | PGC,Région de Aries,constellation_proximity,"Constellation: Aries, Distance: 0.000°"
UGC 1000,PGC 1316,UGC | PGC,Région de Fornax,constellation_proximity,"Constellation: Fornax, Distance: 0.000°"
UGC 1100,PGC 1365,UGC | PGC,Région de Fornax,constellation_proximity,"Constellation: Fornax, Distance: 0.000°"
UGC 1200,PGC 1399,UGC | PGC,Région de Fornax,constellation_proximity,"Constellation: Fornax, Distance: 0.000°"
UGC 1700,PGC 1566,UGC | PGC,Région de Dorado,constellation_proximity,"Constellation: Dorado, Distance: 0.000°"
UGC 2200,PGC 1808,UGC | PGC,Région de Columba,constellation_proximity,"Constellation: Columba, Distance: 0.000°"
UGC 3900,PGC 3115,UGC | PGC,Région de Sextans,constellation_proximity,"Constellation: Sextans, Distance: 0.000°"
